

# Contour value=0.67 
mST_GeV,deltaM_GeV
1.0615e+03,4.3332e+02
1.0598e+03,4.3182e+02
1.0586e+03,4.3060e+02
1.0571e+03,4.2789e+02
1.0555e+03,4.2518e+02
1.0537e+03,4.2246e+02
1.0525e+03,4.1975e+02
1.0513e+03,4.1704e+02
1.0501e+03,4.1432e+02
1.0488e+03,4.1161e+02
1.0476e+03,4.0889e+02
1.0464e+03,4.0618e+02
1.0462e+03,4.0573e+02
1.0452e+03,4.0347e+02
1.0440e+03,4.0075e+02
1.0409e+03,3.9804e+02
1.0370e+03,3.9533e+02
1.0331e+03,3.9261e+02
1.0327e+03,3.9229e+02
1.0292e+03,3.8990e+02
1.0247e+03,3.8719e+02
1.0196e+03,3.8447e+02
1.0191e+03,3.8425e+02
1.0138e+03,3.8176e+02
1.0081e+03,3.7905e+02
1.0055e+03,3.7785e+02
1.0030e+03,3.7633e+02
9.9858e+02,3.7362e+02
9.9412e+02,3.7090e+02
9.9196e+02,3.6959e+02
9.8997e+02,3.6819e+02
9.8610e+02,3.6548e+02
9.8224e+02,3.6276e+02
9.7839e+02,3.6006e+02
9.7838e+02,3.6005e+02
9.7451e+02,3.5734e+02
9.7065e+02,3.5462e+02
9.6679e+02,3.5191e+02
9.6482e+02,3.5042e+02
9.6320e+02,3.4920e+02
9.6028e+02,3.4648e+02
9.5736e+02,3.4377e+02
9.5443e+02,3.4106e+02
9.5151e+02,3.3834e+02
9.5126e+02,3.3811e+02
9.4858e+02,3.3563e+02
9.4566e+02,3.3291e+02
9.4253e+02,3.3020e+02
9.3867e+02,3.2749e+02
9.3769e+02,3.2685e+02
9.3416e+02,3.2477e+02
9.2955e+02,3.2206e+02
9.2495e+02,3.1935e+02
9.2412e+02,3.1886e+02
9.2034e+02,3.1663e+02
9.1573e+02,3.1392e+02
9.1113e+02,3.1121e+02
9.1055e+02,3.1087e+02
9.0722e+02,3.0849e+02
9.0342e+02,3.0578e+02
8.9961e+02,3.0307e+02
8.9698e+02,3.0085e+02
8.9667e+02,3.0035e+02
8.9337e+02,2.9764e+02
8.9012e+02,2.9492e+02
8.8508e+02,2.9221e+02
8.8342e+02,2.9104e+02
8.8187e+02,2.8950e+02
8.7873e+02,2.8678e+02
8.7448e+02,2.8407e+02
8.7116e+02,2.8136e+02
8.6985e+02,2.8029e+02
8.6794e+02,2.7864e+02
8.6452e+02,2.7593e+02
8.6120e+02,2.7322e+02
8.5788e+02,2.7050e+02
8.5628e+02,2.6919e+02
8.5456e+02,2.6779e+02
8.5124e+02,2.6508e+02
8.4792e+02,2.6236e+02
8.4461e+02,2.5965e+02
8.4271e+02,2.5810e+02
8.4129e+02,2.5693e+02
8.3797e+02,2.5422e+02
8.3465e+02,2.5151e+02
8.3217e+02,2.4879e+02
8.3075e+02,2.4608e+02
8.2932e+02,2.4337e+02
8.2915e+02,2.4303e+02
8.2773e+02,2.4065e+02
8.2515e+02,2.3794e+02
8.2006e+02,2.3523e+02
8.1558e+02,2.3388e+02
8.1103e+02,2.3251e+02
8.0201e+02,2.2980e+02
8.0200e+02,2.2980e+02
7.9670e+02,2.2709e+02
7.9140e+02,2.2437e+02
7.8844e+02,2.2286e+02
7.8626e+02,2.2166e+02
7.8131e+02,2.1894e+02
7.7637e+02,2.1623e+02
7.7487e+02,2.1541e+02
7.7142e+02,2.1352e+02
7.6647e+02,2.1080e+02
7.6153e+02,2.0809e+02
7.6131e+02,2.0797e+02
7.5658e+02,2.0538e+02
7.5164e+02,2.0266e+02
7.4774e+02,2.0051e+02
7.4672e+02,1.9995e+02
7.4338e+02,1.9724e+02
7.4003e+02,1.9452e+02
7.3669e+02,1.9181e+02
7.3417e+02,1.8977e+02
7.3332e+02,1.8910e+02
7.2907e+02,1.8638e+02
7.2295e+02,1.8367e+02
7.2060e+02,1.8287e+02
7.1457e+02,1.8095e+02
7.0704e+02,1.7856e+02
7.0659e+02,1.7824e+02
7.0282e+02,1.7553e+02
6.9905e+02,1.7281e+02
6.9527e+02,1.7010e+02
6.9347e+02,1.6880e+02
6.9224e+02,1.6739e+02
6.8988e+02,1.6467e+02
6.8752e+02,1.6196e+02
6.8476e+02,1.5925e+02
6.8012e+02,1.5653e+02
6.7990e+02,1.5643e+02
6.7290e+02,1.5382e+02
6.6633e+02,1.5138e+02
6.6561e+02,1.5111e+02
6.6170e+02,1.4839e+02
6.6012e+02,1.4568e+02
6.5855e+02,1.4296e+02
6.5697e+02,1.4025e+02
6.5540e+02,1.3754e+02
6.5382e+02,1.3482e+02
6.5276e+02,1.3301e+02
6.5224e+02,1.3211e+02
6.5048e+02,1.2940e+02
6.4756e+02,1.2668e+02
6.4207e+02,1.2397e+02
6.3920e+02,1.2312e+02
6.3255e+02,1.2126e+02
6.2563e+02,1.1932e+02
6.2285e+02,1.1854e+02
6.1316e+02,1.1583e+02
6.1206e+02,1.1552e+02
6.0628e+02,1.1312e+02
5.9977e+02,1.1040e+02
5.9849e+02,1.0987e+02
5.9705e+02,1.0769e+02
5.9446e+02,1.0497e+02
5.9003e+02,1.0226e+02
5.8492e+02,1.0039e+02
5.8208e+02,9.9548e+01
5.7512e+02,9.6834e+01
5.7136e+02,9.5369e+01
5.6815e+02,9.4121e+01
5.6171e+02,9.1407e+01
5.5779e+02,8.9875e+01
5.5497e+02,8.8693e+01
5.4877e+02,8.5980e+01
5.4422e+02,8.3609e+01
5.4361e+02,8.3266e+01
5.3835e+02,8.0553e+01
5.3314e+02,7.7839e+01
5.3065e+02,7.6543e+01
5.2793e+02,7.5126e+01
5.3065e+02,7.2910e+01
5.3127e+02,7.2412e+01
5.3501e+02,6.9698e+01
5.3918e+02,6.6985e+01
5.4323e+02,6.4271e+01
5.4422e+02,6.3865e+01
5.5042e+02,6.1558e+01
5.5652e+02,5.8844e+01
5.5779e+02,5.8346e+01
5.6343e+02,5.6131e+01
5.7035e+02,5.3417e+01
5.7136e+02,5.3020e+01
5.7726e+02,5.0704e+01
5.7878e+02,4.7990e+01
5.7842e+02,4.5276e+01
5.7805e+02,4.2563e+01
5.7769e+02,3.9849e+01
5.7732e+02,3.7136e+01
5.7696e+02,3.4422e+01
5.7652e+02,3.1709e+01
5.7569e+02,2.8995e+01
5.7461e+02,2.6281e+01
5.7136e+02,2.5760e+01
5.5779e+02,2.3583e+01
5.5770e+02,2.3568e+01
5.4422e+02,2.2390e+01
5.3065e+02,2.1205e+01
5.2665e+02,2.0854e+01
5.1709e+02,2.0019e+01
5.0352e+02,1.8833e+01
4.9998e+02,1.8141e+01
4.8995e+02,1.6179e+01
4.8673e+02,1.5427e+01
4.7638e+02,1.3790e+01
4.6281e+02,1.3335e+01
4.4925e+02,1.3335e+01
4.3568e+02,1.3335e+01
4.2211e+02,1.3335e+01
4.0854e+02,1.3335e+01
3.9497e+02,1.3335e+01
3.8141e+02,1.3335e+01
3.6784e+02,1.3335e+01
3.5427e+02,1.3335e+01
3.4070e+02,1.3335e+01
3.2714e+02,1.3130e+01
3.1446e+02,1.2714e+01
3.1357e+02,1.2678e+01
3.0000e+02,1.1684e+01
