#: table_doi: 10.17182/hepdata.106115.v2/t4
#: name: Signal templates, LQ, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_lq,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword cmenergies: 13000.0
#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,3.6732,0.24504,-0.24504
295.0,280.0,310.0,3.6052,0.24637,-0.24637
325.0,310.0,340.0,3.7585,0.25325,-0.25325
355.0,340.0,370.0,3.8136,0.25649,-0.25649
385.0,370.0,400.0,4.4652,0.27531,-0.27531
415.0,400.0,430.0,3.6337,0.24865,-0.24865
450.0,430.0,470.0,5.9364,0.31505,-0.31505
490.0,470.0,510.0,7.6286,0.35482,-0.35482
530.0,510.0,550.0,7.9024,0.36823,-0.36823
570.0,550.0,590.0,9.3473,0.40197,-0.40197
615.0,590.0,640.0,11.956,0.44476,-0.44476
665.0,640.0,690.0,13.152,0.47008,-0.47008
715.0,690.0,740.0,14.282,0.48651,-0.48651
765.0,740.0,790.0,14.357,0.49085,-0.49085
815.0,790.0,840.0,14.42,0.49561,-0.49561
870.0,840.0,900.0,14.888,0.49954,-0.49954
930.0,900.0,960.0,12.736,0.46605,-0.46605
990.0,960.0,1020.0,10.19,0.42587,-0.42587
1055.0,1020.0,1090.0,8.3523,0.38198,-0.38198
1125.0,1090.0,1160.0,6.0937,0.32661,-0.32661
1205.0,1160.0,1250.0,5.2042,0.30384,-0.30384
1325.0,1250.0,1400.0,8.9369,0.445,-0.445

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2000
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.89664,0.060733,-0.060733
295.0,280.0,310.0,0.70918,0.055317,-0.055317
325.0,310.0,340.0,0.82138,0.059553,-0.059553
355.0,340.0,370.0,0.72938,0.054701,-0.054701
385.0,370.0,400.0,0.72757,0.056186,-0.056186
415.0,400.0,430.0,0.83163,0.059117,-0.059117
450.0,430.0,470.0,1.0345,0.067679,-0.067679
490.0,470.0,510.0,1.4707,0.079468,-0.079468
530.0,510.0,550.0,1.6517,0.086852,-0.086852
570.0,550.0,590.0,1.8984,0.089976,-0.089976
615.0,590.0,640.0,2.4796,0.10281,-0.10281
665.0,640.0,690.0,2.5488,0.10429,-0.10429
715.0,690.0,740.0,2.8739,0.11108,-0.11108
765.0,740.0,790.0,3.1352,0.11723,-0.11723
815.0,790.0,840.0,3.2987,0.11843,-0.11843
870.0,840.0,900.0,3.9382,0.13048,-0.13048
930.0,900.0,960.0,3.9591,0.13076,-0.13076
990.0,960.0,1020.0,3.6652,0.12626,-0.12626
1055.0,1020.0,1090.0,3.5512,0.12456,-0.12456
1125.0,1090.0,1160.0,2.781,0.11003,-0.11003
1205.0,1160.0,1250.0,2.5358,0.10533,-0.10533
1325.0,1250.0,1400.0,4.3317,0.14729,-0.14729

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2000
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.4481,0.10426,-0.10426
295.0,280.0,310.0,1.6774,0.1106,-0.1106
325.0,310.0,340.0,1.4904,0.10643,-0.10643
355.0,340.0,370.0,1.4264,0.10185,-0.10185
385.0,370.0,400.0,1.5237,0.10618,-0.10618
415.0,400.0,430.0,1.5637,0.10568,-0.10568
450.0,430.0,470.0,2.1748,0.12945,-0.12945
490.0,470.0,510.0,2.5967,0.14054,-0.14054
530.0,510.0,550.0,2.8189,0.14195,-0.14195
570.0,550.0,590.0,2.7587,0.14296,-0.14296
615.0,590.0,640.0,3.3696,0.15844,-0.15844
665.0,640.0,690.0,4.4394,0.18021,-0.18021
715.0,690.0,740.0,4.6372,0.18486,-0.18486
765.0,740.0,790.0,5.1459,0.19485,-0.19485
815.0,790.0,840.0,5.2774,0.19792,-0.19792
870.0,840.0,900.0,6.584,0.22182,-0.22182
930.0,900.0,960.0,6.2136,0.21253,-0.21253
990.0,960.0,1020.0,5.5796,0.20286,-0.20286
1055.0,1020.0,1090.0,5.4436,0.20205,-0.20205
1125.0,1090.0,1160.0,4.2274,0.17704,-0.17704
1205.0,1160.0,1250.0,3.8,0.1708,-0.1708
1325.0,1250.0,1400.0,6.3452,0.2398,-0.2398

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2000
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,3.2392,0.19522,-0.19522
295.0,280.0,310.0,2.7767,0.1816,-0.1816
325.0,310.0,340.0,2.8067,0.19021,-0.19021
355.0,340.0,370.0,2.4362,0.17453,-0.17453
385.0,370.0,400.0,2.7674,0.18175,-0.18175
415.0,400.0,430.0,2.7259,0.18416,-0.18416
450.0,430.0,470.0,3.3759,0.20774,-0.20774
490.0,470.0,510.0,3.998,0.22178,-0.22178
530.0,510.0,550.0,4.657,0.23779,-0.23779
570.0,550.0,590.0,4.5818,0.23616,-0.23616
615.0,590.0,640.0,6.0354,0.27002,-0.27002
665.0,640.0,690.0,5.922,0.27079,-0.27079
715.0,690.0,740.0,6.8677,0.29607,-0.29607
765.0,740.0,790.0,7.3105,0.30002,-0.30002
815.0,790.0,840.0,7.4983,0.3065,-0.3065
870.0,840.0,900.0,8.9838,0.33955,-0.33955
930.0,900.0,960.0,9.1209,0.33722,-0.33722
990.0,960.0,1020.0,7.78,0.30981,-0.30981
1055.0,1020.0,1090.0,7.9977,0.31622,-0.31622
1125.0,1090.0,1160.0,6.0861,0.27319,-0.27319
1205.0,1160.0,1250.0,5.3765,0.26237,-0.26237
1325.0,1250.0,1400.0,9.8209,0.4005,-0.4005

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2250
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.81605,0.052991,-0.052991
295.0,280.0,310.0,0.79759,0.053618,-0.053618
325.0,310.0,340.0,0.73292,0.051688,-0.051688
355.0,340.0,370.0,0.73075,0.05149,-0.05149
385.0,370.0,400.0,0.61978,0.046174,-0.046174
415.0,400.0,430.0,0.64226,0.047985,-0.047985
450.0,430.0,470.0,0.80501,0.053419,-0.053419
490.0,470.0,510.0,1.0745,0.062373,-0.062373
530.0,510.0,550.0,1.1145,0.063203,-0.063203
570.0,550.0,590.0,1.099,0.063222,-0.063222
615.0,590.0,640.0,1.3759,0.069646,-0.069646
665.0,640.0,690.0,1.5614,0.074788,-0.074788
715.0,690.0,740.0,1.6618,0.076772,-0.076772
765.0,740.0,790.0,1.7215,0.078492,-0.078492
815.0,790.0,840.0,1.7763,0.080849,-0.080849
870.0,840.0,900.0,2.346,0.091845,-0.091845
930.0,900.0,960.0,2.4414,0.095049,-0.095049
990.0,960.0,1020.0,2.424,0.093157,-0.093157
1055.0,1020.0,1090.0,2.9077,0.10261,-0.10261
1125.0,1090.0,1160.0,2.5236,0.096235,-0.096235
1205.0,1160.0,1250.0,2.6242,0.098817,-0.098817
1325.0,1250.0,1400.0,5.3412,0.14764,-0.14764

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2250
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.5497,0.094636,-0.094636
295.0,280.0,310.0,1.5965,0.097079,-0.097079
325.0,310.0,340.0,1.4073,0.091817,-0.091817
355.0,340.0,370.0,1.3981,0.091982,-0.091982
385.0,370.0,400.0,1.2651,0.087613,-0.087613
415.0,400.0,430.0,1.2059,0.083436,-0.083436
450.0,430.0,470.0,1.2876,0.088357,-0.088357
490.0,470.0,510.0,1.9587,0.10915,-0.10915
530.0,510.0,550.0,1.6989,0.1022,-0.1022
570.0,550.0,590.0,1.8352,0.10502,-0.10502
615.0,590.0,640.0,2.3237,0.11803,-0.11803
665.0,640.0,690.0,2.3819,0.12223,-0.12223
715.0,690.0,740.0,2.5849,0.12476,-0.12476
765.0,740.0,790.0,2.368,0.12054,-0.12054
815.0,790.0,840.0,2.5979,0.12515,-0.12515
870.0,840.0,900.0,3.2298,0.14136,-0.14136
930.0,900.0,960.0,3.6036,0.14689,-0.14689
990.0,960.0,1020.0,3.7648,0.15153,-0.15153
1055.0,1020.0,1090.0,3.9016,0.15488,-0.15488
1125.0,1090.0,1160.0,3.5947,0.14711,-0.14711
1205.0,1160.0,1250.0,3.8815,0.15628,-0.15628
1325.0,1250.0,1400.0,7.4093,0.2375,-0.2375

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2500
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.99419,0.054476,-0.054476
295.0,280.0,310.0,0.83754,0.050675,-0.050675
325.0,310.0,340.0,0.72723,0.046715,-0.046715
355.0,340.0,370.0,0.81298,0.049912,-0.049912
385.0,370.0,400.0,0.68721,0.045761,-0.045761
415.0,400.0,430.0,0.609,0.044797,-0.044797
450.0,430.0,470.0,0.7927,0.050447,-0.050447
490.0,470.0,510.0,0.95753,0.055529,-0.055529
530.0,510.0,550.0,0.78765,0.048908,-0.048908
570.0,550.0,590.0,0.79706,0.049941,-0.049941
615.0,590.0,640.0,0.96404,0.055548,-0.055548
665.0,640.0,690.0,0.9825,0.056199,-0.056199
715.0,690.0,740.0,0.95092,0.054795,-0.054795
765.0,740.0,790.0,0.98218,0.056322,-0.056322
815.0,790.0,840.0,1.0964,0.05874,-0.05874
870.0,840.0,900.0,1.3627,0.067324,-0.067324
930.0,900.0,960.0,1.3508,0.065999,-0.065999
990.0,960.0,1020.0,1.4385,0.068362,-0.068362
1055.0,1020.0,1090.0,1.7095,0.074967,-0.074967
1125.0,1090.0,1160.0,1.8711,0.077578,-0.077578
1205.0,1160.0,1250.0,2.2111,0.084791,-0.084791
1325.0,1250.0,1400.0,5.4024,0.14197,-0.14197

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,500
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,624.0,8.7897,-8.7897
295.0,280.0,310.0,601.95,8.7272,-8.7272
325.0,310.0,340.0,637.07,8.9624,-8.9624
355.0,340.0,370.0,611.19,8.7906,-8.7906
385.0,370.0,400.0,578.63,8.5447,-8.5447
415.0,400.0,430.0,529.75,8.1785,-8.1785
450.0,430.0,470.0,620.92,8.8704,-8.8704
490.0,470.0,510.0,514.72,8.0459,-8.0459
530.0,510.0,550.0,332.24,6.4636,-6.4636
570.0,550.0,590.0,189.92,4.8639,-4.8639
615.0,590.0,640.0,138.25,4.1775,-4.1775
665.0,640.0,690.0,74.009,3.0343,-3.0343
715.0,690.0,740.0,47.083,2.4323,-2.4323
765.0,740.0,790.0,23.183,1.7022,-1.7022
815.0,790.0,840.0,14.794,1.3607,-1.3607
870.0,840.0,900.0,10.884,1.1659,-1.1659
930.0,900.0,960.0,8.547,1.035,-1.035
990.0,960.0,1020.0,4.0668,0.719,-0.719
1055.0,1020.0,1090.0,3.0864,0.62194,-0.62194
1125.0,1090.0,1160.0,1.4925,0.43282,-0.43282
1205.0,1160.0,1250.0,1.7708,0.49911,-0.49911
1325.0,1250.0,1400.0,1.6252,0.44302,-0.44302

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,500
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,632.75,8.9883,-8.9883
295.0,280.0,310.0,642.23,9.0498,-9.0498
325.0,310.0,340.0,652.65,9.1404,-9.1404
355.0,340.0,370.0,621.12,8.917,-8.917
385.0,370.0,400.0,590.92,8.7331,-8.7331
415.0,400.0,430.0,537.69,8.3239,-8.3239
450.0,430.0,470.0,589.55,8.7261,-8.7261
490.0,470.0,510.0,535.06,8.3484,-8.3484
530.0,510.0,550.0,332.33,6.536,-6.536
570.0,550.0,590.0,193.39,4.9753,-4.9753
615.0,590.0,640.0,138.97,4.2123,-4.2123
665.0,640.0,690.0,78.516,3.1767,-3.1767
715.0,690.0,740.0,40.797,2.2821,-2.2821
765.0,740.0,790.0,27.007,1.9461,-1.9461
815.0,790.0,840.0,17.003,1.4841,-1.4841
870.0,840.0,900.0,11.942,1.2373,-1.2373
930.0,900.0,960.0,7.611,0.96799,-0.96799
990.0,960.0,1020.0,5.0905,0.80988,-0.80988
1055.0,1020.0,1090.0,2.5351,0.59647,-0.59647
1125.0,1090.0,1160.0,1.3925,0.40874,-0.40874
1205.0,1160.0,1250.0,1.9353,0.50359,-0.50359
1325.0,1250.0,1400.0,1.256,0.43523,-0.43523

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,28.637,0.67033,-0.67033
295.0,280.0,310.0,32.265,0.71924,-0.71924
325.0,310.0,340.0,32.072,0.71854,-0.71854
355.0,340.0,370.0,33.765,0.73133,-0.73133
385.0,370.0,400.0,34.246,0.74498,-0.74498
415.0,400.0,430.0,34.693,0.74989,-0.74989
450.0,430.0,470.0,47.787,0.87316,-0.87316
490.0,470.0,510.0,54.852,0.93618,-0.93618
530.0,510.0,550.0,53.703,0.9308,-0.9308
570.0,550.0,590.0,53.432,0.92768,-0.92768
615.0,590.0,640.0,58.928,0.97364,-0.97364
665.0,640.0,690.0,51.395,0.9065,-0.9065
715.0,690.0,740.0,40.16,0.80411,-0.80411
765.0,740.0,790.0,27.764,0.66337,-0.66337
815.0,790.0,840.0,17.495,0.52984,-0.52984
870.0,840.0,900.0,11.211,0.42612,-0.42612
930.0,900.0,960.0,7.1432,0.34153,-0.34153
990.0,960.0,1020.0,4.3348,0.26727,-0.26727
1055.0,1020.0,1090.0,2.7123,0.21347,-0.21347
1125.0,1090.0,1160.0,1.5895,0.16542,-0.16542
1205.0,1160.0,1250.0,1.0473,0.12675,-0.12675
1325.0,1250.0,1400.0,1.1314,0.14743,-0.14743

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,36.6,0.7963,-0.7963
295.0,280.0,310.0,36.637,0.80033,-0.80033
325.0,310.0,340.0,39.671,0.83791,-0.83791
355.0,340.0,370.0,41.063,0.84919,-0.84919
385.0,370.0,400.0,41.43,0.85475,-0.85475
415.0,400.0,430.0,40.462,0.84315,-0.84315
450.0,430.0,470.0,51.687,0.95639,-0.95639
490.0,470.0,510.0,58.105,1.0163,-1.0163
530.0,510.0,550.0,58.35,1.0138,-1.0138
570.0,550.0,590.0,54.123,0.97764,-0.97764
615.0,590.0,640.0,61.245,1.0425,-1.0425
665.0,640.0,690.0,53.349,0.96679,-0.96679
715.0,690.0,740.0,41.341,0.85397,-0.85397
765.0,740.0,790.0,28.053,0.7052,-0.7052
815.0,790.0,840.0,17.727,0.56247,-0.56247
870.0,840.0,900.0,12.626,0.47318,-0.47318
930.0,900.0,960.0,6.6033,0.34137,-0.34137
990.0,960.0,1020.0,3.8887,0.26466,-0.26466
1055.0,1020.0,1090.0,2.6862,0.22193,-0.22193
1125.0,1090.0,1160.0,1.4776,0.1623,-0.1623
1205.0,1160.0,1250.0,1.1038,0.14322,-0.14322
1325.0,1250.0,1400.0,1.4949,0.16898,-0.16898

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,74.709,1.459,-1.459
295.0,280.0,310.0,84.689,1.5528,-1.5528
325.0,310.0,340.0,90.526,1.6134,-1.6134
355.0,340.0,370.0,89.332,1.5966,-1.5966
385.0,370.0,400.0,85.921,1.5656,-1.5656
415.0,400.0,430.0,78.677,1.4981,-1.4981
450.0,430.0,470.0,91.803,1.6289,-1.6289
490.0,470.0,510.0,94.08,1.6408,-1.6408
530.0,510.0,550.0,79.273,1.5072,-1.5072
570.0,550.0,590.0,67.866,1.3922,-1.3922
615.0,590.0,640.0,75.537,1.4707,-1.4707
665.0,640.0,690.0,61.21,1.3192,-1.3192
715.0,690.0,740.0,47.567,1.1854,-1.1854
765.0,740.0,790.0,33.491,0.98524,-0.98524
815.0,790.0,840.0,20.833,0.76579,-0.76579
870.0,840.0,900.0,14.869,0.65719,-0.65719
930.0,900.0,960.0,8.2304,0.49596,-0.49596
990.0,960.0,1020.0,5.1679,0.38722,-0.38722
1055.0,1020.0,1090.0,3.918,0.33242,-0.33242
1125.0,1090.0,1160.0,2.7829,0.27765,-0.27765
1205.0,1160.0,1250.0,2.2412,0.26304,-0.26304
1325.0,1250.0,1400.0,2.675,0.29115,-0.29115

