

# Contour value=5.00 
mST_GeV,deltaM_GeV
7.2719e+02,5.1212e+02
7.2733e+02,5.1321e+02
7.2745e+02,5.1420e+02
7.2747e+02,5.1429e+02
7.2761e+02,5.1537e+02
7.2775e+02,5.1645e+02
7.2789e+02,5.1754e+02
7.2804e+02,5.1862e+02
7.2819e+02,5.1970e+02
7.2834e+02,5.2078e+02
7.2850e+02,5.2186e+02
7.2868e+02,5.2295e+02
7.2890e+02,5.2403e+02
7.2911e+02,5.2511e+02
7.2933e+02,5.2619e+02
7.2954e+02,5.2727e+02
7.2976e+02,5.2836e+02
7.2997e+02,5.2944e+02
7.3019e+02,5.3052e+02
7.3040e+02,5.3160e+02
7.3062e+02,5.3269e+02
7.3083e+02,5.3377e+02
7.3105e+02,5.3485e+02
7.3126e+02,5.3593e+02
7.3148e+02,5.3701e+02
7.3169e+02,5.3810e+02
7.3191e+02,5.3918e+02
7.3212e+02,5.4026e+02
7.3234e+02,5.4134e+02
7.3255e+02,5.4242e+02
7.3277e+02,5.4351e+02
7.3287e+02,5.4401e+02
7.3298e+02,5.4459e+02
7.3319e+02,5.4567e+02
7.3341e+02,5.4675e+02
7.3362e+02,5.4784e+02
7.3384e+02,5.4892e+02
7.3405e+02,5.5000e+02


# Contour value=10.00 
mST_GeV,deltaM_GeV
3.0000e+02,1.4383e+02
3.0023e+02,1.4311e+02
3.0058e+02,1.4202e+02
3.0093e+02,1.4094e+02
3.0127e+02,1.3986e+02
3.0162e+02,1.3878e+02
3.0197e+02,1.3770e+02
3.0231e+02,1.3661e+02
3.0266e+02,1.3553e+02
3.0301e+02,1.3445e+02
3.0335e+02,1.3337e+02
3.0370e+02,1.3228e+02
3.0405e+02,1.3120e+02
3.0439e+02,1.3012e+02
3.0474e+02,1.2904e+02
3.0509e+02,1.2796e+02
3.0541e+02,1.2694e+02
3.0543e+02,1.2687e+02
3.0578e+02,1.2579e+02
3.0613e+02,1.2471e+02
3.0647e+02,1.2363e+02
3.0682e+02,1.2255e+02
3.0717e+02,1.2146e+02
3.0751e+02,1.2038e+02
3.0786e+02,1.1930e+02
3.0821e+02,1.1822e+02
3.0855e+02,1.1713e+02
3.0890e+02,1.1605e+02
3.0925e+02,1.1497e+02
3.0959e+02,1.1389e+02
3.0994e+02,1.1281e+02
3.1029e+02,1.1172e+02
3.1063e+02,1.1064e+02
3.1082e+02,1.1006e+02
3.1098e+02,1.0956e+02
3.1133e+02,1.0848e+02
3.1167e+02,1.0739e+02
3.1202e+02,1.0631e+02
3.1237e+02,1.0523e+02
3.1271e+02,1.0415e+02
3.1306e+02,1.0307e+02
3.1341e+02,1.0198e+02
3.1375e+02,1.0090e+02
3.1411e+02,9.9820e+01
3.1454e+02,9.8737e+01
3.1497e+02,9.7655e+01
3.1540e+02,9.6573e+01
3.1583e+02,9.5491e+01
3.1623e+02,9.4481e+01
3.1626e+02,9.4409e+01
3.1669e+02,9.3327e+01
3.1712e+02,9.2244e+01
3.1755e+02,9.1162e+01
3.1798e+02,9.0080e+01
3.1841e+02,8.8998e+01
3.1884e+02,8.7916e+01
3.1927e+02,8.6834e+01
3.1970e+02,8.5752e+01
3.2012e+02,8.4669e+01
3.2055e+02,8.3587e+01
3.2098e+02,8.2505e+01
3.2141e+02,8.1423e+01
3.2164e+02,8.0793e+01
3.2179e+02,8.0341e+01
3.2171e+02,7.9259e+01
3.2164e+02,7.8257e+01
3.2164e+02,7.8176e+01
3.2156e+02,7.7094e+01
3.2148e+02,7.6012e+01
3.2143e+02,7.4930e+01
3.2164e+02,7.3890e+01
3.2165e+02,7.3848e+01
3.2188e+02,7.2766e+01
3.2210e+02,7.1683e+01
3.2233e+02,7.0601e+01
3.2255e+02,6.9519e+01
3.2278e+02,6.8437e+01
3.2300e+02,6.7355e+01
3.2323e+02,6.6273e+01
3.2345e+02,6.5190e+01
3.2368e+02,6.4108e+01
3.2391e+02,6.3026e+01
3.2413e+02,6.1944e+01
3.2436e+02,6.0862e+01
3.2458e+02,5.9780e+01
3.2481e+02,5.8697e+01
3.2503e+02,5.7615e+01
3.2522e+02,5.6533e+01
3.2529e+02,5.5451e+01
3.2529e+02,5.4369e+01
3.2528e+02,5.3287e+01
3.2527e+02,5.2204e+01
3.2526e+02,5.1122e+01
3.2525e+02,5.0040e+01
3.2519e+02,4.8958e+01
3.2513e+02,4.7876e+01
3.2507e+02,4.6794e+01
3.2501e+02,4.5711e+01
3.2495e+02,4.4629e+01
3.2507e+02,4.3547e+01
3.2538e+02,4.2465e+01
3.2577e+02,4.1383e+01
3.2616e+02,4.0301e+01
3.2655e+02,3.9218e+01
3.2694e+02,3.8136e+01
3.2705e+02,3.7806e+01
3.2732e+02,3.7054e+01
3.2771e+02,3.5972e+01
3.2810e+02,3.4890e+01
3.2849e+02,3.3808e+01
3.2888e+02,3.2725e+01
3.2927e+02,3.1643e+01
3.2966e+02,3.0561e+01
3.3005e+02,2.9479e+01
3.3044e+02,2.8397e+01
3.3083e+02,2.7315e+01
3.3122e+02,2.6232e+01
3.3161e+02,2.5150e+01
3.3190e+02,2.4068e+01
3.3217e+02,2.2986e+01
3.3244e+02,2.1904e+01
3.3246e+02,2.1800e+01
3.3271e+02,2.0822e+01
3.3298e+02,1.9739e+01
3.3325e+02,1.8657e+01
3.3353e+02,1.7575e+01
3.3380e+02,1.6493e+01
3.3405e+02,1.5411e+01
3.3417e+02,1.4329e+01
3.3420e+02,1.3246e+01
3.3424e+02,1.2164e+01
3.3427e+02,1.1082e+01
3.3431e+02,1.0000e+01
1.0603e+03,1.0000e+01
1.0602e+03,1.1082e+01
1.0601e+03,1.2164e+01
1.0601e+03,1.3246e+01
1.0600e+03,1.4329e+01
1.0600e+03,1.5411e+01
1.0599e+03,1.6493e+01
1.0600e+03,1.7575e+01
1.0600e+03,1.8657e+01
1.0600e+03,1.9739e+01
1.0600e+03,2.0822e+01
1.0601e+03,2.1904e+01
1.0601e+03,2.2986e+01
1.0601e+03,2.4068e+01
1.0602e+03,2.5150e+01
1.0604e+03,2.6232e+01
1.0606e+03,2.7315e+01
1.0609e+03,2.8397e+01
1.0611e+03,2.9479e+01
1.0614e+03,3.0561e+01
1.0616e+03,3.1643e+01
1.0618e+03,3.2725e+01
1.0621e+03,3.3808e+01
1.0623e+03,3.4890e+01
1.0626e+03,3.5972e+01
1.0628e+03,3.7054e+01
1.0629e+03,3.7660e+01
1.0630e+03,3.8136e+01
1.0633e+03,3.9218e+01
1.0635e+03,4.0301e+01
1.0638e+03,4.1383e+01
1.0641e+03,4.2465e+01
1.0643e+03,4.3547e+01
1.0646e+03,4.4629e+01
1.0649e+03,4.5711e+01
1.0652e+03,4.6794e+01
1.0655e+03,4.7876e+01
1.0658e+03,4.8958e+01
1.0660e+03,5.0040e+01
1.0662e+03,5.1122e+01
1.0663e+03,5.2204e+01
1.0664e+03,5.3287e+01
1.0665e+03,5.4369e+01
1.0666e+03,5.5451e+01
1.0667e+03,5.6533e+01
1.0668e+03,5.7615e+01
1.0669e+03,5.8697e+01
1.0670e+03,5.9780e+01
1.0671e+03,6.0862e+01
1.0672e+03,6.1944e+01
1.0673e+03,6.3026e+01
1.0674e+03,6.4108e+01
1.0675e+03,6.5190e+01
1.0676e+03,6.6273e+01
1.0677e+03,6.7355e+01
1.0676e+03,6.8437e+01
1.0676e+03,6.9519e+01
1.0675e+03,7.0601e+01
1.0675e+03,7.1683e+01
1.0674e+03,7.2766e+01
1.0674e+03,7.3848e+01
1.0673e+03,7.4930e+01
1.0677e+03,7.6012e+01
1.0682e+03,7.7094e+01
1.0683e+03,7.7340e+01
1.0687e+03,7.8176e+01
1.0692e+03,7.9259e+01
1.0697e+03,8.0341e+01
1.0702e+03,8.1423e+01
1.0705e+03,8.2505e+01
1.0707e+03,8.3587e+01
1.0708e+03,8.4669e+01
1.0709e+03,8.5752e+01
1.0710e+03,8.6834e+01
1.0711e+03,8.7916e+01
1.0712e+03,8.8998e+01
1.0714e+03,9.0080e+01
1.0715e+03,9.1162e+01
1.0716e+03,9.2244e+01
1.0717e+03,9.3327e+01
1.0718e+03,9.4409e+01
1.0719e+03,9.5491e+01
1.0720e+03,9.6573e+01
1.0721e+03,9.7655e+01
1.0722e+03,9.8737e+01
1.0723e+03,9.9820e+01
1.0725e+03,1.0090e+02
1.0726e+03,1.0198e+02
1.0728e+03,1.0307e+02
1.0730e+03,1.0415e+02
1.0731e+03,1.0523e+02
1.0733e+03,1.0631e+02
1.0735e+03,1.0739e+02
1.0736e+03,1.0848e+02
1.0737e+03,1.0939e+02
1.0738e+03,1.0956e+02
1.0739e+03,1.1064e+02
1.0741e+03,1.1172e+02
1.0742e+03,1.1281e+02
1.0743e+03,1.1389e+02
1.0744e+03,1.1497e+02
1.0745e+03,1.1605e+02
1.0746e+03,1.1713e+02
1.0747e+03,1.1822e+02
1.0747e+03,1.1930e+02
1.0748e+03,1.2038e+02
1.0749e+03,1.2146e+02
1.0750e+03,1.2255e+02
1.0751e+03,1.2363e+02
1.0751e+03,1.2471e+02
1.0752e+03,1.2579e+02
1.0753e+03,1.2687e+02
1.0754e+03,1.2796e+02
1.0755e+03,1.2904e+02
1.0755e+03,1.3012e+02
1.0756e+03,1.3120e+02
1.0757e+03,1.3228e+02
1.0758e+03,1.3337e+02
1.0759e+03,1.3445e+02
1.0759e+03,1.3553e+02
1.0760e+03,1.3661e+02
1.0761e+03,1.3770e+02
1.0762e+03,1.3878e+02
1.0763e+03,1.3986e+02
1.0763e+03,1.4094e+02
1.0764e+03,1.4202e+02
1.0765e+03,1.4311e+02
1.0766e+03,1.4419e+02
1.0767e+03,1.4527e+02
1.0767e+03,1.4635e+02
1.0768e+03,1.4743e+02
1.0769e+03,1.4852e+02
1.0770e+03,1.4960e+02
1.0770e+03,1.5068e+02
1.0771e+03,1.5176e+02
1.0771e+03,1.5285e+02
1.0771e+03,1.5393e+02
1.0771e+03,1.5501e+02
1.0771e+03,1.5609e+02
1.0772e+03,1.5717e+02
1.0772e+03,1.5826e+02
1.0772e+03,1.5934e+02
1.0772e+03,1.6042e+02
1.0773e+03,1.6150e+02
1.0775e+03,1.6259e+02
1.0776e+03,1.6367e+02
1.0778e+03,1.6475e+02
1.0780e+03,1.6583e+02
1.0782e+03,1.6691e+02
1.0784e+03,1.6800e+02
1.0785e+03,1.6908e+02
1.0787e+03,1.7016e+02
1.0789e+03,1.7124e+02
1.0791e+03,1.7232e+02
1.0792e+03,1.7268e+02
1.0793e+03,1.7341e+02
1.0795e+03,1.7449e+02
1.0796e+03,1.7557e+02
1.0798e+03,1.7665e+02
1.0800e+03,1.7774e+02
1.0802e+03,1.7882e+02
1.0804e+03,1.7990e+02
1.0806e+03,1.8098e+02
1.0807e+03,1.8206e+02
1.0809e+03,1.8315e+02
1.0811e+03,1.8423e+02
1.0813e+03,1.8531e+02
1.0815e+03,1.8639e+02
1.0817e+03,1.8747e+02
1.0818e+03,1.8856e+02
1.0820e+03,1.8964e+02
1.0822e+03,1.9072e+02
1.0824e+03,1.9180e+02
1.0826e+03,1.9289e+02
1.0828e+03,1.9397e+02
1.0829e+03,1.9505e+02
1.0831e+03,1.9613e+02
1.0833e+03,1.9721e+02
1.0835e+03,1.9830e+02
1.0837e+03,1.9938e+02
1.0839e+03,2.0046e+02
1.0841e+03,2.0154e+02
1.0844e+03,2.0263e+02
1.0846e+03,2.0353e+02
1.0846e+03,2.0371e+02
1.0849e+03,2.0479e+02
1.0851e+03,2.0587e+02
1.0853e+03,2.0695e+02
1.0856e+03,2.0804e+02
1.0858e+03,2.0912e+02
1.0861e+03,2.1020e+02
1.0863e+03,2.1128e+02
1.0865e+03,2.1236e+02
1.0868e+03,2.1345e+02
1.0870e+03,2.1453e+02
1.0873e+03,2.1561e+02
1.0875e+03,2.1669e+02
1.0878e+03,2.1778e+02
1.0880e+03,2.1886e+02
1.0882e+03,2.1994e+02
1.0885e+03,2.2102e+02
1.0887e+03,2.2210e+02
1.0890e+03,2.2319e+02
1.0892e+03,2.2427e+02
1.0895e+03,2.2535e+02
1.0897e+03,2.2643e+02
1.0899e+03,2.2752e+02
1.0900e+03,2.2767e+02
1.0902e+03,2.2860e+02
1.0904e+03,2.2968e+02
1.0907e+03,2.3076e+02
1.0909e+03,2.3184e+02
1.0912e+03,2.3293e+02
1.0914e+03,2.3401e+02
1.0916e+03,2.3509e+02
1.0919e+03,2.3617e+02
1.0921e+03,2.3725e+02
1.0924e+03,2.3834e+02
1.0926e+03,2.3942e+02
1.0929e+03,2.4050e+02
1.0931e+03,2.4158e+02
1.0933e+03,2.4267e+02
1.0936e+03,2.4375e+02
1.0938e+03,2.4483e+02
1.0941e+03,2.4591e+02
1.0943e+03,2.4699e+02
1.0945e+03,2.4808e+02
1.0947e+03,2.4916e+02
1.0949e+03,2.5024e+02
1.0951e+03,2.5132e+02
1.0953e+03,2.5240e+02
1.0954e+03,2.5318e+02
1.0954e+03,2.5349e+02
1.0956e+03,2.5457e+02
1.0958e+03,2.5565e+02
1.0960e+03,2.5673e+02
1.0962e+03,2.5782e+02
1.0964e+03,2.5890e+02
1.0966e+03,2.5998e+02
1.0968e+03,2.6106e+02
1.0969e+03,2.6214e+02
1.0971e+03,2.6323e+02
1.0973e+03,2.6431e+02
1.0975e+03,2.6539e+02
1.0977e+03,2.6647e+02
1.0979e+03,2.6756e+02
1.0981e+03,2.6864e+02
1.0982e+03,2.6972e+02
1.0984e+03,2.7080e+02
1.0986e+03,2.7188e+02
1.0988e+03,2.7297e+02
1.0990e+03,2.7405e+02
1.0992e+03,2.7513e+02
1.0994e+03,2.7621e+02
1.0996e+03,2.7729e+02
1.0997e+03,2.7838e+02
1.0999e+03,2.7946e+02
1.1001e+03,2.8054e+02
1.1003e+03,2.8162e+02
1.1005e+03,2.8271e+02
1.1007e+03,2.8379e+02
1.1008e+03,2.8454e+02
1.1009e+03,2.8487e+02
1.1010e+03,2.8595e+02
1.1012e+03,2.8703e+02
1.1014e+03,2.8812e+02
1.1016e+03,2.8920e+02
1.1017e+03,2.9028e+02
1.1019e+03,2.9136e+02
1.1021e+03,2.9244e+02
1.1023e+03,2.9353e+02
1.1024e+03,2.9461e+02
1.1026e+03,2.9569e+02
1.1028e+03,2.9677e+02
1.1029e+03,2.9786e+02
1.1031e+03,2.9894e+02
1.1032e+03,3.0002e+02
1.1033e+03,3.0110e+02
1.1034e+03,3.0218e+02
1.1035e+03,3.0327e+02
1.1036e+03,3.0435e+02
1.1036e+03,3.0543e+02
1.1037e+03,3.0651e+02
1.1038e+03,3.0760e+02
1.1039e+03,3.0868e+02
1.1040e+03,3.0976e+02
1.1041e+03,3.1084e+02
1.1041e+03,3.1192e+02
1.1042e+03,3.1301e+02
1.1043e+03,3.1409e+02
1.1044e+03,3.1517e+02
1.1045e+03,3.1625e+02
1.1046e+03,3.1733e+02
1.1046e+03,3.1842e+02
1.1047e+03,3.1950e+02
1.1048e+03,3.2058e+02
1.1049e+03,3.2166e+02
1.1050e+03,3.2275e+02
1.1051e+03,3.2383e+02
1.1052e+03,3.2491e+02
1.1052e+03,3.2599e+02
1.1053e+03,3.2707e+02
1.1054e+03,3.2816e+02
1.1055e+03,3.2924e+02
1.1056e+03,3.3032e+02
1.1057e+03,3.3140e+02
1.1057e+03,3.3248e+02
1.1058e+03,3.3357e+02
1.1059e+03,3.3465e+02
1.1060e+03,3.3573e+02
1.1061e+03,3.3681e+02
1.1062e+03,3.3790e+02
1.1062e+03,3.3859e+02
1.1062e+03,3.3898e+02
1.1063e+03,3.4006e+02
1.1064e+03,3.4114e+02
1.1065e+03,3.4222e+02
1.1066e+03,3.4331e+02
1.1067e+03,3.4439e+02
1.1067e+03,3.4547e+02
1.1068e+03,3.4655e+02
1.1069e+03,3.4764e+02
1.1070e+03,3.4872e+02
1.1071e+03,3.4980e+02
1.1072e+03,3.5088e+02
1.1072e+03,3.5196e+02
1.1073e+03,3.5305e+02
1.1074e+03,3.5413e+02
1.1075e+03,3.5521e+02
1.1077e+03,3.5629e+02
1.1078e+03,3.5737e+02
1.1080e+03,3.5846e+02
1.1081e+03,3.5954e+02
1.1082e+03,3.6062e+02
1.1084e+03,3.6170e+02
1.1085e+03,3.6279e+02
1.1087e+03,3.6387e+02
1.1088e+03,3.6495e+02
1.1090e+03,3.6603e+02
1.1091e+03,3.6711e+02
1.1092e+03,3.6820e+02
1.1094e+03,3.6928e+02
1.1095e+03,3.7036e+02
1.1097e+03,3.7144e+02
1.1098e+03,3.7253e+02
1.1100e+03,3.7361e+02
1.1101e+03,3.7469e+02
1.1102e+03,3.7577e+02
1.1104e+03,3.7685e+02
1.1105e+03,3.7794e+02
1.1107e+03,3.7902e+02
1.1108e+03,3.8010e+02
1.1110e+03,3.8118e+02
1.1111e+03,3.8226e+02
1.1112e+03,3.8335e+02
1.1114e+03,3.8443e+02
1.1115e+03,3.8551e+02
1.1116e+03,3.8626e+02
1.1117e+03,3.8659e+02
1.1118e+03,3.8768e+02
1.1120e+03,3.8876e+02
1.1121e+03,3.8984e+02
1.1122e+03,3.9092e+02
1.1124e+03,3.9200e+02
1.1125e+03,3.9309e+02
1.1127e+03,3.9417e+02
1.1128e+03,3.9525e+02
1.1130e+03,3.9633e+02
1.1131e+03,3.9741e+02
1.1132e+03,3.9850e+02
1.1134e+03,3.9958e+02
1.1135e+03,4.0066e+02
1.1136e+03,4.0174e+02
1.1137e+03,4.0283e+02
1.1138e+03,4.0391e+02
1.1139e+03,4.0499e+02
1.1139e+03,4.0607e+02
1.1140e+03,4.0715e+02
1.1141e+03,4.0824e+02
1.1142e+03,4.0932e+02
1.1143e+03,4.1040e+02
1.1144e+03,4.1148e+02
1.1145e+03,4.1257e+02
1.1146e+03,4.1365e+02
1.1147e+03,4.1473e+02
1.1148e+03,4.1581e+02
1.1149e+03,4.1689e+02
1.1149e+03,4.1798e+02
1.1150e+03,4.1906e+02
1.1151e+03,4.2014e+02
1.1152e+03,4.2122e+02
1.1153e+03,4.2230e+02
1.1154e+03,4.2339e+02
1.1155e+03,4.2447e+02
1.1156e+03,4.2555e+02
1.1157e+03,4.2663e+02
1.1158e+03,4.2772e+02
1.1159e+03,4.2880e+02
1.1159e+03,4.2988e+02
1.1160e+03,4.3096e+02
1.1161e+03,4.3204e+02
1.1162e+03,4.3313e+02
1.1163e+03,4.3421e+02
1.1164e+03,4.3529e+02
1.1165e+03,4.3637e+02
1.1166e+03,4.3745e+02
1.1167e+03,4.3854e+02
1.1168e+03,4.3962e+02
1.1169e+03,4.4070e+02
1.1170e+03,4.4178e+02
1.1170e+03,4.4191e+02
1.1173e+03,4.4287e+02
1.1176e+03,4.4395e+02
1.1179e+03,4.4503e+02
1.1182e+03,4.4611e+02
1.1185e+03,4.4719e+02
1.1188e+03,4.4828e+02
1.1191e+03,4.4936e+02
1.1194e+03,4.5044e+02
1.1195e+03,4.5152e+02
1.1196e+03,4.5261e+02
1.1198e+03,4.5369e+02
1.1199e+03,4.5477e+02
1.1200e+03,4.5585e+02
1.1202e+03,4.5693e+02
1.1203e+03,4.5802e+02
1.1204e+03,4.5910e+02
1.1206e+03,4.6018e+02
1.1207e+03,4.6126e+02
1.1208e+03,4.6234e+02
1.1209e+03,4.6343e+02
1.1211e+03,4.6451e+02
1.1212e+03,4.6559e+02
1.1213e+03,4.6667e+02
1.1215e+03,4.6776e+02
1.1216e+03,4.6884e+02
1.1217e+03,4.6992e+02
1.1219e+03,4.7100e+02
1.1220e+03,4.7208e+02
1.1221e+03,4.7317e+02
1.1223e+03,4.7425e+02
1.1224e+03,4.7533e+02
1.1224e+03,4.7580e+02
1.1225e+03,4.7641e+02
1.1227e+03,4.7749e+02
1.1228e+03,4.7858e+02
1.1229e+03,4.7966e+02
1.1230e+03,4.8074e+02
1.1232e+03,4.8182e+02
1.1233e+03,4.8291e+02
1.1234e+03,4.8399e+02
1.1236e+03,4.8507e+02
1.1237e+03,4.8615e+02
1.1238e+03,4.8723e+02
1.1239e+03,4.8832e+02
1.1239e+03,4.8940e+02
1.1239e+03,4.9048e+02
1.1239e+03,4.9156e+02
1.1239e+03,4.9265e+02
1.1239e+03,4.9373e+02
1.1239e+03,4.9481e+02
1.1239e+03,4.9589e+02
1.1239e+03,4.9697e+02
1.1239e+03,4.9806e+02
1.1239e+03,4.9914e+02
1.1239e+03,5.0022e+02
1.1239e+03,5.0130e+02
1.1239e+03,5.0238e+02
1.1239e+03,5.0347e+02
1.1239e+03,5.0455e+02
1.1239e+03,5.0563e+02
1.1239e+03,5.0671e+02
1.1239e+03,5.0780e+02
1.1239e+03,5.0888e+02
1.1239e+03,5.0996e+02
1.1239e+03,5.1104e+02
1.1240e+03,5.1212e+02
1.1240e+03,5.1321e+02
1.1241e+03,5.1429e+02
1.1242e+03,5.1537e+02
1.1243e+03,5.1645e+02
1.1244e+03,5.1754e+02
1.1245e+03,5.1862e+02
1.1246e+03,5.1970e+02
1.1247e+03,5.2078e+02
1.1248e+03,5.2186e+02
1.1249e+03,5.2295e+02
1.1250e+03,5.2403e+02
1.1251e+03,5.2511e+02
1.1252e+03,5.2619e+02
1.1252e+03,5.2727e+02
1.1253e+03,5.2836e+02
1.1254e+03,5.2944e+02
1.1255e+03,5.3052e+02
1.1256e+03,5.3160e+02
1.1257e+03,5.3269e+02
1.1258e+03,5.3377e+02
1.1259e+03,5.3485e+02
1.1260e+03,5.3593e+02
1.1261e+03,5.3701e+02
1.1262e+03,5.3810e+02
1.1263e+03,5.3918e+02
1.1264e+03,5.4026e+02
1.1265e+03,5.4134e+02
1.1266e+03,5.4242e+02
1.1266e+03,5.4351e+02
1.1267e+03,5.4459e+02
1.1268e+03,5.4567e+02
1.1269e+03,5.4675e+02
1.1270e+03,5.4784e+02
1.1271e+03,5.4892e+02
1.1272e+03,5.5000e+02
